Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,None
1.72121E+18,08:43:00,CNR2586365783,Canceled by Driver,CID105655,eBike,Chamarajpet,Electronic City,,,,More than permitted people in there,,,198,,0,,,
1.72143E+18,23:17:00,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,,,,Personal & Car related issue,,,358,,0,,,
1.72037E+18,16:50:00,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,,,No,,492,Cash,6,4.5,3.9,
1.72049E+18,02:29:00,CNR1412682969,Success,CID763740,Prime SUV,Electronic City,Vijayanagar,231,60,,,No,,280,UPI,31,4.1,4.8,
1.72032E+18,02:53:00,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,,,Driver is not moving towards pickup location,,,,233,,0,,,
1.72073E+18,19:20:00,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,,,No,,984,Credit Card,24,3.9,3.7,
1.72E+18,08:50:00,CNR1072231824,Success,CID703152,Auto,Ramamurthy Nagar,JP Nagar,56,120,,,No,,100,Cash,7,3.5,4,
1.72103E+18,08:32:00,CNR1799581315,Canceled by Customer,CID493145,Mini,Varthur,Peenya,,,Change of plans,,,,1899,,0,,,
1.72172E+18,06:57:00,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,,,No,,833,UPI,14,3.3,3.1,
1.72174E+18,12:35:00,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,,,No,,435,UPI,3,4.1,3,
1.72215E+18,06:54:00,CNR3950192876,Driver Not Found,CID421288,Mini,Yelahanka,Malleshwaram,,,,,,,1703,,0,,,
1.72013E+18,21:00:00,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,,,No,,484,UPI,5,4,3.3,
1.72022E+18,22:33:00,CNR8975176661,Success,CID173986,Auto,Rajarajeshwari Nagar,Sahakar Nagar,189,125,,,No,,680,UPI,7,3.8,3.6,
1.72156E+18,10:55:00,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,,,No,,229,Cash,16,3.1,3.4,
1.72057E+18,01:20:00,CNR2377184626,Driver Not Found,CID323252,Prime Plus,Devanahalli,Banashankari,,,,,,,609,,0,,,
1.72013E+18,20:48:00,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,,,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,4.8,
1.72217E+18,12:22:00,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,,,No,,717,UPI,3,4.9,3.3,
1.72118E+18,01:12:00,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,,,No,,262,Credit Card,12,3.5,3.7,
1.72101E+18,02:41:00,CNR8629694130,Canceled by Driver,CID321356,Prime SUV,Electronic City,KR Puram,,,,Personal & Car related issue,,,158,,0,,,
1.72022E+18,23:51:00,CNR8827885570,Success,CID521045,Prime SUV,Shantinagar,JP Nagar,63,95,,,No,,231,Cash,49,4.8,3.2,
1.72053E+18,13:36:00,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,,,No,,246,UPI,23,3.9,3.3,
1.72039E+18,22:52:00,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,,,Driver asked to cancel,,,,228,,0,,,
1.72004E+18,20:15:00,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,,,No,,427,Cash,1,3.5,3,
1.7202E+18,17:47:00,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,,,No,,305,Cash,37,3.2,3.3,
1.7214E+18,13:20:00,CNR5914410116,Success,CID903819,Prime SUV,MG Road,Marathahalli,203,80,,,No,,270,Cash,8,4.3,4.5,
1.72004E+18,20:40:00,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,,,,Customer related issue,,,1501,,0,,,
1.72156E+18,10:39:00,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,,,No,,489,UPI,16,3.7,3.9,
1.721E+18,23:58:00,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,,,No,,791,UPI,21,5,3.9,
1.72116E+18,19:16:00,CNR6744298420,Canceled by Driver,CID339373,Auto,Hebbal,Koramangala,,,,Customer related issue,,,400,,0,,,
1.72017E+18,08:54:00,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,,,Yes,Customer Demand,460,UPI,4,3.6,3.7,
1.72201E+18,16:01:00,CNR6035356524,Canceled by Driver,CID375929,Auto,Rajarajeshwari Nagar,Koramangala,,,,Customer related issue,,,354,,0,,,
1.72149E+18,16:43:00,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,,,No,,2047,UPI,29,3,3.7,
1.72179E+18,03:31:00,CNR4597527178,Canceled by Driver,CID768687,Prime Plus,Ramamurthy Nagar,Ramamurthy Nagar,,,,Personal & Car related issue,,,418,,0,,,
1.72136E+18,03:58:00,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,,,No,,2655,UPI,26,3.3,4.5,
1.71994E+18,17:11:00,CNR4517742155,Canceled by Driver,CID137387,Prime Plus,KR Puram,Hosur Road,,,,More than permitted people in there,,,364,,0,,,
1.72068E+18,08:02:00,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,,,No,,2655,Cash,4,3.1,4.4,
1.72057E+18,01:13:00,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,,,No,,828,Cash,34,4.1,4.8,
1.72167E+18,17:10:00,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,,,No,,276,UPI,34,4.4,4.1,
1.72091E+18,22:21:00,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,,,Driver asked to cancel,,,,2712,,0,,,
1.7199E+18,07:02:00,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,,,No,,379,Cash,30,4.7,4.5,
1.71989E+18,02:35:00,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,,,,,,,316,,0,,,
1.72093E+18,03:32:00,CNR7556753006,Canceled by Customer,CID898523,Mini,Langford Town,KR Puram,,,AC is Not working,,,,303,,0,,,
1.72083E+18,00:32:00,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,,,Yes,Vehicle Breakdown,323,UPI,14,4.2,4.5,
1.72225E+18,11:19:00,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,,,,Customer related issue,,,840,,0,,,
1.72115E+18,18:09:00,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,,,No,,676,UPI,8,3.6,3.9,
1.72125E+18,20:57:00,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,,,No,,387,Cash,19,4.4,4.8,
1.7221E+18,17:14:00,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,,,No,,349,UPI,6,4.9,4,
1.72012E+18,20:13:00,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,,,Driver is not moving towards pickup location,,,,743,,0,,,
1.72113E+18,10:17:00,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,,,No,,173,Cash,17,4.3,4.6,
1.72224E+18,08:28:00,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,,,No,,105,UPI,13,4.5,3.5,
1.72078E+18,09:52:00,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,,,No,,552,Cash,5,4.5,3.8,
1.71999E+18,07:09:00,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,,,,Customer was coughing/sick,,,313,,0,,,
1.72063E+18,17:06:00,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,,,AC is Not working,,,,424,,0,,,
1.72082E+18,20:10:00,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,,,No,,493,UPI,7,3.8,4.7,
1.72121E+18,10:08:00,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,,,,Personal & Car related issue,,,394,,0,,,
1.72172E+18,08:25:00,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,,,Yes,Other Issue,2890,Cash,7,4.1,4.5,
1.72058E+18,03:59:00,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,,,,Personal & Car related issue,,,135,,0,,,
1.72192E+18,15:46:00,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,,,,More than permitted people in there,,,179,,0,,,
1.72234E+18,12:24:00,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,,,No,,280,Cash,20,4.5,4.8,
1.72227E+18,15:02:00,CNR3015771885,Success,CID918718,Prime SUV,Vijayanagar,Hulimavu,77,75,,,No,,354,Cash,24,4.6,4.1,
1.72096E+18,11:05:00,CNR9742204042,Success,CID292149,Prime Sedan,Shivajinagar,Yeshwanthpur,301,135,,,No,,439,Cash,44,4.4,4.8,
1.72148E+18,13:28:00,CNR5414088243,Driver Not Found,CID993758,Auto,Banashankari,Nagarbhavi,,,,,,,645,,0,,,
1.72218E+18,16:28:00,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,,,No,,264,Cash,4,3.6,3.4,
1.72169E+18,00:13:00,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,,,No,,445,Cash,15,3.9,4.7,
1.72018E+18,11:19:00,CNR7665734704,Success,CID921378,Prime Plus,Mysore Road,Padmanabhanagar,84,95,,,No,,399,Cash,26,4.4,4,
1.72148E+18,13:04:00,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,,,No,,496,UPI,33,5,4.9,
1.72076E+18,06:15:00,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,,,,,,,872,,0,,,
1.72228E+18,18:54:00,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,,,Driver asked to cancel,,,,346,,0,,,
1.72235E+18,15:50:00,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,,,,,,,387,,0,,,
1.72022E+18,22:10:00,CNR6151870263,Driver Not Found,CID807991,Prime Plus,Shantinagar,Shantinagar,,,,,,,247,,0,,,
1.72178E+18,22:58:00,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,,,No,,767,UPI,8,4.3,4.5,
1.72125E+18,21:12:00,CNR3535977567,Success,CID310505,Prime Sedan,Kammanahalli,Yeshwanthpur,168,25,,,No,,203,UPI,24,4.4,3.3,
1.72198E+18,07:08:00,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,,,No,,658,UPI,45,3.5,4.9,
1.72168E+18,21:18:00,CNR2409982110,Success,CID949960,Auto,RT Nagar,Hennur,252,25,,,No,,366,Cash,8,4.1,3.4,
1.72016E+18,05:50:00,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,,,Driver is not moving towards pickup location,,,,229,,0,,,
1.72049E+18,01:51:00,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,,,No,,319,Cash,22,3.2,4,
1.72034E+18,08:26:00,CNR9791595498,Canceled by Customer,CID144808,Mini,Padmanabhanagar,Nagarbhavi,,,Driver asked to cancel,,,,415,,0,,,
1.72175E+18,14:50:00,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,,,No,,775,Cash,23,4.2,3.3,
1.72049E+18,02:52:00,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,,,No,,396,UPI,18,3.6,3.4,
1.72116E+18,19:34:00,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,,,No,,411,Debit Card,44,3,3.9,
1.72031E+18,00:15:00,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,,,No,,168,Cash,31,4.9,4.7,
1.72085E+18,05:26:00,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,,,Driver asked to cancel,,,,499,,0,,,
1.72132E+18,17:08:00,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,,,Wrong Address,,,,342,,0,,,
1.72113E+18,10:44:00,CNR9013990430,Success,CID293024,Prime Plus,Shantinagar,Frazer Town,301,60,,,No,,460,Cash,33,4.8,4.9,
1.72194E+18,21:02:00,CNR6403693064,Driver Not Found,CID119823,Auto,Hebbal,Richmond Town,,,,,,,812,,0,,,
1.72042E+18,05:08:00,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,,,,More than permitted people in there,,,651,,0,,,
1.71983E+18,11:47:00,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,,,No,,217,Cash,18,3.7,4.2,
1.72182E+18,10:04:00,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,252,,0,,,
1.72001E+18,13:10:00,CNR9495436958,Success,CID946290,Prime Plus,Cox Town,Shantinagar,119,105,,,No,,790,Cash,23,3.5,3.8,
1.72012E+18,19:07:00,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,,,,,,,285,,0,,,
1.72234E+18,12:03:00,CNR1525361077,Success,CID911746,Prime Sedan,Bannerghatta Road,Hulimavu,294,140,,,No,,2509,UPI,10,4.7,4.5,
1.7198E+18,03:07:00,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,,,No,,615,UPI,1,4.2,4.9,
1.72185E+18,18:28:00,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,,,No,,237,UPI,38,5,3.4,
1.7206E+18,07:37:00,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,,,,,,,356,,0,,,
1.72065E+18,21:35:00,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,,,No,,1835,Credit Card,37,3.6,4.8,
1.72114E+18,13:54:00,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,,,No,,1065,UPI,40,3.4,4.1,
1.7206E+18,08:32:00,CNR5234253257,Success,CID702250,Prime SUV,Basavanagudi,Chamarajpet,77,135,,,No,,393,UPI,22,3.3,4.3,
1.72127E+18,01:15:00,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,,,,Personal & Car related issue,,,495,,0,,,
1.7202E+18,17:11:00,CNR4011678024,Canceled by Customer,CID283251,Mini,Tumkur Road,Sarjapur Road,,,Driver is not moving towards pickup location,,,,390,,0,,,
1.72106E+18,16:48:00,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,,,,,,,237,,0,,,
1.72199E+18,09:25:00,CNR5276752307,Canceled by Driver,CID893272,Prime Plus,Ulsoor,Hennur,,,,Personal & Car related issue,,,752,,0,,,
1.72222E+18,03:41:00,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,,,No,,256,UPI,32,3.9,4.4,
1.7202E+18,16:08:00,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,,,No,,309,Cash,24,4,3.6,
1.72013E+18,22:11:00,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,,,,Personal & Car related issue,,,782,,0,,,
1.72046E+18,16:35:00,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,,,,Personal & Car related issue,,,208,,0,,,
1.71998E+18,03:58:00,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,,,AC is Not working,,,,567,,0,,,
1.72203E+18,21:54:00,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,,,No,,228,Cash,13,3.7,4.6,
1.72145E+18,03:56:00,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,,,No,,364,Credit Card,5,4,4.8,
1.72007E+18,04:33:00,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,,,No,,2944,Cash,3,4.6,4.8,
1.72095E+18,10:04:00,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,,,No,,412,Cash,9,4.8,4.5,
1.72103E+18,07:52:00,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,,,No,,216,Cash,17,4.5,3.4,
1.7198E+18,02:13:00,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,,,,,,,2143,,0,,,
1.72033E+18,04:55:00,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,,,,Customer was coughing/sick,,,172,,0,,,
1.72072E+18,17:35:00,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,,,No,,2429,Cash,33,3.9,3.1,
1.72012E+18,18:01:00,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,,,No,,809,UPI,1,3.9,3.4,
1.72069E+18,09:55:00,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,,,No,,451,UPI,4,3.2,3.6,
1.72004E+18,20:03:00,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,,,No,,133,UPI,21,4.1,5,
1.72052E+18,09:04:00,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,,,,Personal & Car related issue,,,367,,0,,,
1.72064E+18,20:01:00,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,,,,,,,742,,0,,,
1.72005E+18,23:05:00,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,,,Yes,Customer Demand,489,Cash,2,4.8,4.4,
1.72156E+18,09:59:00,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,,,No,,506,Cash,31,3.6,4.9,
1.72093E+18,03:57:00,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,,,,,,,601,,0,,,
1.71982E+18,06:47:00,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,,,No,,379,UPI,27,3.4,3.8,
1.72039E+18,22:18:00,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,,,AC is Not working,,,,241,,0,,,
1.72108E+18,22:30:00,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,,,,,,,204,,0,,,
1.72186E+18,21:04:00,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,,,,Customer was coughing/sick,,,482,,0,,,
1.72208E+18,12:50:00,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,,,No,,577,Cash,17,3.4,3.5,
1.72149E+18,16:55:00,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,,,AC is Not working,,,,892,,0,,,
1.72236E+18,17:13:00,CNR4776471359,Canceled by Customer,CID479951,eBike,Hosur Road,Jayanagar,,,Driver asked to cancel,,,,674,,0,,,
1.72217E+18,13:42:00,CNR3700416786,Canceled by Customer,CID160458,Prime SUV,Shivajinagar,Electronic City,,,Change of plans,,,,447,,0,,,
1.72068E+18,07:33:00,CNR3462340628,Canceled by Driver,CID239124,Prime SUV,RT Nagar,Malleshwaram,,,,More than permitted people in there,,,148,,0,,,
1.72219E+18,18:18:00,CNR5219382157,Canceled by Driver,CID229314,Prime SUV,Basavanagudi,Shantinagar,,,,More than permitted people in there,,,101,,0,,,
1.71993E+18,15:13:00,CNR4165442717,Driver Not Found,CID746578,eBike,Chamarajpet,Richmond Town,,,,,,,231,,0,,,
1.71986E+18,19:03:00,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,,,No,,172,UPI,5,3.1,3.1,
1.72187E+18,01:41:00,CNR1998845379,Success,CID587485,Auto,Majestic,Bannerghatta Road,77,60,,,No,,186,UPI,18,3.2,4.3,
1.72065E+18,22:55:00,CNR4936120069,Success,CID888986,Auto,Cox Town,Vijayanagar,217,75,,,No,,943,UPI,8,4.3,4.9,
1.72136E+18,04:23:00,CNR3611954724,Canceled by Customer,CID835376,Bike,Mysore Road,Hennur,,,Wrong Address,,,,255,,0,,,
1.721E+18,23:27:00,CNR7597276757,Driver Not Found,CID788243,Prime SUV,Peenya,Malleshwaram,,,,,,,121,,0,,,
1.72013E+18,20:49:00,CNR6716480946,Canceled by Driver,CID709344,Mini,Nagarbhavi,Varthur,,,,Customer was coughing/sick,,,255,,0,,,
1.7201E+18,13:43:00,CNR6482129028,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112,115,,,No,,2109,Cash,2,3.1,4.5,
1.72206E+18,05:05:00,CNR6666854548,Success,CID956886,Bike,Yelahanka,Hosur Road,42,90,,,No,,415,Cash,4,4.1,3.2,
1.72151E+18,21:28:00,CNR9333273492,Success,CID604552,Prime Sedan,Chickpet,Majestic,105,115,,,No,,594,UPI,21,4.1,4.6,
1.72123E+18,16:19:00,CNR3920498221,Driver Not Found,CID266826,Prime Sedan,Electronic City,Shantinagar,,,,,,,984,,0,,,
1.72115E+18,16:04:00,CNR8705137963,Success,CID925665,Auto,Bellandur,BTM Layout,147,70,,,No,,727,UPI,12,3.1,4.8,
1.7207E+18,11:32:00,CNR8273757466,Success,CID743092,eBike,JP Nagar,Richmond Town,112,125,,,No,,515,Cash,25,4.3,4.4,
1.72027E+18,11:26:00,CNR3132012889,Canceled by Driver,CID969345,Auto,Yelahanka,Basavanagudi,,,,Personal & Car related issue,,,848,,0,,,
1.72E+18,10:41:00,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,JP Nagar,231,35,,,No,,997,UPI,40,3.8,3.1,
1.72192E+18,15:57:00,CNR5983043846,Success,CID608437,Mini,Hebbal,BTM Layout,217,130,,,No,,191,UPI,1,3.3,3.6,
1.72006E+18,03:04:00,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,Magadi Road,168,125,,,No,,996,UPI,34,3.3,3.8,
1.72224E+18,09:16:00,CNR6296806775,Driver Not Found,CID515549,Bike,Kammanahalli,Mysore Road,,,,,,,378,,0,,,
1.72028E+18,15:45:00,CNR1105102697,Driver Not Found,CID657524,Mini,JP Nagar,Ulsoor,,,,,,,218,,0,,,
1.7211E+18,02:29:00,CNR5208477487,Canceled by Driver,CID395323,eBike,RT Nagar,RT Nagar,,,,Personal & Car related issue,,,256,,0,,,
1.72036E+18,13:16:00,CNR2784806529,Success,CID264448,Prime Sedan,Magadi Road,Cox Town,301,145,,,No,,342,UPI,13,3.7,3.4,
1.72164E+18,08:15:00,CNR9158255048,Success,CID423833,Prime SUV,Koramangala,Richmond Town,49,105,,,No,,445,Cash,2,5,3.3,
1.7201E+18,13:48:00,CNR3074008264,Canceled by Driver,CID490562,Prime SUV,HSR Layout,Kengeri,,,,Personal & Car related issue,,,403,,0,,,
1.72138E+18,08:13:00,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,,,No,,327,Cash,39,3.9,4,
1.72059E+18,05:46:00,CNR3107130785,Success,CID775806,Auto,Rajarajeshwari Nagar,Frazer Town,273,60,,,No,,796,Cash,10,3.4,4.6,
1.72065E+18,22:27:00,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,,,No,,371,Cash,46,4.3,4.2,
1.72161E+18,00:17:00,CNR5356461401,Success,CID974686,Bike,Bellandur,Mysore Road,77,85,,,No,,209,Credit Card,27,4.5,4.3,
1.72137E+18,07:03:00,CNR6230414626,Canceled by Customer,CID143850,Prime Sedan,Tumkur Road,Malleshwaram,,,Change of plans,,,,2008,,0,,,
1.72175E+18,16:15:00,CNR9848023419,Canceled by Customer,CID200911,Auto,Langford Town,Hulimavu,,,Change of plans,,,,255,,0,,,
1.72159E+18,20:06:00,CNR3246542979,Success,CID663499,eBike,Mysore Road,Indiranagar,42,50,,,No,,101,UPI,17,3.4,3.1,
1.72006E+18,03:08:00,CNR7874049610,Success,CID236414,Prime Plus,Sahakar Nagar,HSR Layout,203,100,,,No,,960,UPI,44,3.2,4.7,
1.72219E+18,18:24:00,CNR6035501952,Success,CID398994,Prime Sedan,Indiranagar,Hebbal,308,135,,,No,,169,UPI,17,3.1,3.1,
1.72131E+18,12:52:00,CNR4481374455,Success,CID499189,Prime Plus,Electronic City,Marathahalli,294,105,,,No,,679,UPI,34,4,4.5,
1.72184E+18,15:45:00,CNR2357234097,Success,CID515000,Auto,Chamarajpet,JP Nagar,245,25,,,No,,554,UPI,5,3,4.9,
1.72157E+18,13:34:00,CNR2039847064,Canceled by Driver,CID703018,Bike,Padmanabhanagar,Ramamurthy Nagar,,,,Customer related issue,,,155,,0,,,
1.72098E+18,17:31:00,CNR5966858733,Success,CID206866,Auto,Rajajinagar,Richmond Town,84,105,,,No,,329,Cash,6,3.3,4,
1.72105E+18,13:31:00,CNR7903784728,Success,CID139760,Prime Plus,Kengeri,Sarjapur Road,63,125,,,No,,107,UPI,39,3.3,4.9,
1.72131E+18,12:19:00,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,,,No,,312,UPI,29,4.1,4.4,
1.72094E+18,07:52:00,CNR2832086626,Success,CID295295,Prime Sedan,Koramangala,Sahakar Nagar,126,80,,,No,,280,Cash,36,4.7,3.9,
1.72145E+18,05:44:00,CNR4998197969,Success,CID223930,Prime SUV,Shivajinagar,Sahakar Nagar,56,55,,,No,,650,Cash,36,4.7,4.8,
1.72225E+18,09:42:00,CNR6156105428,Driver Not Found,CID478161,Prime Sedan,Richmond Town,Sarjapur Road,,,,,,,666,,0,,,
1.72142E+18,21:32:00,CNR5096259907,Canceled by Driver,CID713572,eBike,JP Nagar,Hebbal,,,,Personal & Car related issue,,,176,,0,,,
1.72207E+18,07:25:00,CNR9122241273,Success,CID562063,Auto,Tumkur Road,Devanahalli,84,135,,,No,,496,Cash,8,4.7,3.6,
1.72161E+18,00:58:00,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,,,No,,317,Credit Card,47,4.9,3.3,
1.72151E+18,21:16:00,CNR5524915002,Success,CID450098,Auto,Frazer Town,KR Puram,280,130,,,No,,962,Cash,11,4.5,3,
1.72035E+18,12:22:00,CNR5958445056,Canceled by Driver,CID446941,eBike,Langford Town,Majestic,,,,More than permitted people in there,,,642,,0,,,
1.72234E+18,11:53:00,CNR3211877735,Success,CID743117,Prime Sedan,Cox Town,HSR Layout,287,70,,,No,,228,Cash,23,4.8,3.4,
1.72115E+18,17:46:00,CNR9388107682,Canceled by Customer,CID840346,Prime Sedan,Mysore Road,Indiranagar,,,Driver is not moving towards pickup location,,,,216,,0,,,
1.72051E+18,06:53:00,CNR1998613771,Success,CID884765,eBike,Mysore Road,Chickpet,168,100,,,No,,477,Credit Card,41,3.2,4,
1.72092E+18,02:28:00,CNR6923677666,Driver Not Found,CID124935,Bike,Majestic,Chamarajpet,,,,,,,277,,0,,,
